VOLKRAJ,N,2,0;KSTRANA,N,3,0;PORCISLO,N,2,0;JMENO,C,40;PRIJMENI,C,30;TITULPRED,C,20;TITULZA,C,15;VEK,N,2,0;POVOLANI,C,30;BYDLISTEN,C,40;BYDLISTEK,N,6,0;PSTRANA,N,3,0;NSTRANA,N,3,0;PLATNOST,N,1,0;POCHLASU,N,7,0;POCPROC,N,6,2;POCPROCVSE,N,6,2;MANDAT,N,1,0;PORADIMAND,N,2,0;PORADINAHR,N,2,0
4;5;11;František;Burda;;;56;starosta obce Rybnice;Rybnice;559431;99;192;0;;;;;;
4;5;12;Eva;Kusyn Mandausová;;;39;kadeřnice;Město Touškov;559211;99;192;0;;;;;;
4;5;13;Martin;Klufa;Ing.;;29;finanční poradce;Domažlice;553425;99;192;0;;;;;;
4;5;14;Josef;Zýka;;;44;OSVČ;Plzeň;2;759;192;0;;;;;;
4;5;15;Václav;Klinger;;;42;kontrolor výroby;Plzeň;2;99;192;0;;;;;;
4;5;16;Josef;Tumpach;;;37;pracovník ve staveb.a zeměděl.;Mrákov;553981;715;192;0;;;;;;
4;5;17;Lada;Bouzková;;;39;zdravotní laborantka;Líšťany;559172;99;192;0;;;;;;
4;5;18;David;Reichl;;;31;OSVČ;Planá;561134;99;192;0;;;;;;
4;5;19;Eva;Klukavá;;;28;vedoucí oddělení;Rokycany;559717;99;192;0;;;;;;
4;5;20;Jiří;Pospíšil;;;72;důchodce;Plzeň;2;99;192;0;;;;;;
4;6;1;Jiří;Pospíšil;JUDr.;;37;právník,spoluprac. M. Mládkové;Plzeň;2;53;53;0;;;;;;
4;6;2;Jiří;Papež;Ing.;;48;ekonom;Přeštice;558249;53;53;0;;;;;;
4;6;3;Vladislav;Vilímec;Ing.;;50;místostarosta města Kdyně;Kdyně;553786;53;53;0;;;;;;
4;6;4;Veronika;Jilichová Nová;MUDr. Ing.;;37;dětská lékařka;Plzeň;2;53;53;0;;;;;;
4;6;5;Petr;Mottl;Bc.;;45;starosta města Sušice;Sušice;557153;53;53;0;;;;;;
4;6;6;Luděk;Sefzig;MUDr.;;56;lékař;Rokycany;559717;53;53;0;;;;;;
4;6;7;Jiří;Šneberger;Ing.;;53;podnikatel;Plzeň;2;53;53;0;;;;;;
4;6;8;Lukáš;Janko;Ing.;;31;soukromý zemědělec;Kralovice;559075;53;53;0;;;;;;
4;6;9;Věra;Rubáková;Ing. et Ing. Bc.;;52;učitelka odborných předmětů;Tachov;560715;53;53;0;;;;;;
4;6;10;Veronika;Zettlová;Mgr. Bc.;;31;asistentka ředitele PMDP;Plzeň;2;53;53;0;;;;;;
4;6;11;Hynek;Říha;Mgr.;;43;starosta města Poběžovice;Poběžovice;554111;53;53;0;;;;;;
4;6;12;Jan;Poduška;;;64;starosta města Blovice;Blovice;557587;53;53;0;;;;;;
4;6;13;Jaroslav;Perlík;;;68;starosta města Hrádek;Hrádek;559822;53;53;0;;;;;;
4;6;14;Stanislava;Duchková;;prom. ped.;76;důchodkyně;Plzeň;2;53;53;0;;;;;;
4;6;15;Vilma;Kunešová;;;38;starostka města Město Touškov;Město Touškov;559211;53;53;0;;;;;;
4;6;16;Jan;Buriánek;;;45;místostarosta měs. Horažďovice;Horažďovice;556254;53;53;0;;;;;;
4;6;17;Roman;Kuběna;Ing. Bc.;;41;řed. Domu dětí a mládeže Stod;Stod;558389;53;53;0;;;;;;
4;6;18;Jaroslav;Mráz;Ing.;;51;podnikatel;Rokycany;559717;53;53;0;;;;;;
4;6;19;Pavel;Wolf;;;48;OSVČ;Domažlice;553425;53;53;0;;;;;;
4;6;20;Jiří;Pražský;;;64;starosta města Zbiroh;Zbiroh;560260;53;53;0;;;;;;
4;9;1;Martin;Marek;;;31;občanský aktivista;Plzeň;2;99;771;0;;;;;;
4;9;2;Vladimíra;Nová;;;41;knihovnice,občanská aktivistka;Plzeň;2;99;771;0;;;;;;
4;9;3;Pavel;Vlach;RNDr.;Ph.D.;40;zoolog, SŠ a VŠ učitel;Blovice;557587;99;771;0;;;;;;
4;9;4;Zdeňka;Moserová;;;57;soukromá účetní, zastupitelka;Doubravice;535664;199;771;0;;;;;;
4;9;5;Jan;Brabec;Mgr.;;31;manažer projektů ProRegiony;Plzeň;2;99;771;0;;;;;;
4;9;6;Soňa;Brůhová;Mgr.;;44;knihovnice;Měčín;556637;99;771;0;;;;;;
4;9;7;Petr;Baierl;Mgr.;;42;archeolog, asistent ZČU;Plzeň;2;99;771;0;;;;;;
4;9;8;Monika Anděla;Šindelářová;;DiS.;47;zdravotní sestra, homeopatka;Plzeň;2;99;771;0;;;;;;
4;9;9;Petr;Hlávka;Ing.;;65;učitel mechatroniky;Rokycany;559717;199;771;0;;;;;;
4;9;10;Renata;Zoubková;;;43;manažerka v soukromém sektoru;Plzeň;2;99;771;0;;;;;;
4;9;11;Jan;Prošek;;;35;ošetřovatel v hospici;Mezihoří;578461;99;771;0;;;;;;
4;9;12;Běla;Budínská;;;47;masér, reflexní terapeut;Plasy;559351;99;771;0;;;;;;
4;9;13;Jan;Papež;;;39;návrhář a tvůrce zahrad;Klatovy;555771;99;771;0;;;;;;
4;9;14;Miroslava;Dvorová;;;53;úřednice;Plzeň;2;99;771;0;;;;;;
4;9;15;Jiří;Volfík;;;49;technik;Horšovský Týn;553671;99;771;0;;;;;;
4;9;16;Marcela;Sedláčková;;;50;knihovnice;Plzeň;2;99;771;0;;;;;;
4;9;17;Pavel;Hlávka;;;55;soukromý podnikatel;Třemošná;559521;99;771;0;;;;;;
4;9;18;Linda;Fejfarová;;;38;manažerka v soukr.společnosti;Kyšice;559130;99;771;0;;;;;;
4;10;1;Rostislav;Senjuk;JUDr. Ing.;;50;živnostník - právní poradce;Plzeň;2;716;716;0;;;;;;
4;10;2;Jiří;Jindra;Ing.;;47;živnostník - informatik;Plzeň;2;716;716;0;;;;;;
4;10;3;Rudolf;Šlehofer;;;56;prokurista;Letkov;540561;716;716;0;;;;;;
4;10;4;Karel;Mařák;;;60;majitel sportovního klubu;Klatovy;555771;99;716;0;;;;;;
4;10;5;Tomáš;Bořík;;;22;student;Plzeň;2;716;716;0;;;;;;
4;10;6;Marie;Kubátová;MUDr.;;61;soukromá lékařka;Srbice;554260;99;716;0;;;;;;
4;10;7;Jiří;Hlavín;;;57;úředník;Přeštice;558249;99;716;0;;;;;;
4;10;8;Pavel;Svatoš;;;60;živnostník-majitel pneuservisu;Zruč-Senec;559679;716;716;0;;;;;;
4;10;9;Ondřej;Kohout;;;21;student;Plzeň;2;716;716;0;;;;;;
4;10;10;Jiří;Čermák;;;55;nezaměstnaný;Plzeň;2;716;716;0;;;;;;
4;10;11;Barbora;Dvořáková;;;26;vychovatelka;Plzeň;2;716;716;0;;;;;;
4;10;12;Michal;Richtář;;;38;živnostník IT technik;Volduchy;560251;99;716;0;;;;;;
4;10;13;Pavel;Dvořák;;;55;živnostník;Plzeň;2;716;716;0;;;;;;
4;10;14;Jan;Hohl;Ing.;;48;informatik;Tachov;560715;99;716;0;;;;;;
4;10;15;Josef;Huml;Ing.;;47;živnost.v oboru stavební práce;Plzeň;2;99;716;0;;;;;;
4;10;16;Jiří;Bránský;Ing.;;54;živnostník - elektrikář;Starý Plzenec;558371;99;716;0;;;;;;
4;10;17;Patrik;Kukačka;;;21;student;Plzeň;2;716;716;0;;;;;;
4;10;18;Dezider;Balog;;;51;živnostník - finanční poradce;Plzeň;2;99;716;0;;;;;;
4;10;19;Pavel;Holý;;;36;kuchař;Zruč-Senec;559679;716;716;0;;;;;;
4;10;20;Lenka;Hájková;;;36;sekretářka;Zruč-Senec;559679;99;716;0;;;;;;
4;11;1;Václav;Krása;Mgr.;;61;předs. Národní rady osob se ZP;Praha;1;99;1;0;;;;;;
4;11;2;Petr;Náhlík;Ing.;;52;projektový manažer v dopravě;Plzeň;2;1;1;0;;;;;;
4;11;3;Pavel;Vaněk;MUDr.;;59;primář Léčeb.lázně Konst.Lázně;Konstantinovy Lázně;560952;1;1;0;;;;;;
4;11;4;Jan;Kadlec;Ing.;;59;vedoucí Stát.pozemkového úřadu;Kdyně;553786;1;1;0;;;;;;
4;11;5;Stanislav;Šec;Ing.;;30;specialista na IT;Plzeň;2;1;1;0;;;;;;
4;11;6;Anna;Sivčáková;;;47;starostka obce Nové Mitrovice;Nové Mitrovice;558176;1;1;0;;;;;;
4;11;7;Rudolf;Voldřich;MUDr.;;65;přednosta chirurgického odd.;Sušice;557153;99;1;0;;;;;;
4;11;8;Václav;Kohout;PhDr.;;45;vedoucí výroby nakladat. FRAUS;Rokycany;559717;99;1;0;;;;;;
4;11;9;Pavel;Janouškovec;Mgr.;;54;ředitel Městské charity;Plzeň;2;1;1;0;;;;;;
4;11;10;Stanislav;Antoš;Bc.;;46;vedoucí informačního centra;Domažlice;553425;1;1;0;;;;;;
4;11;11;Václav;Vokatý;MUDr.;;45;lékař specialista - revmatolog;Tachov;560715;99;1;0;;;;;;
4;11;12;Věra;Drahorádová;Mgr.;;54;pedagog;Železná Ruda;557528;1;1;0;;;;;;
4;11;13;Markéta;Lorenzová;Mgr.;;56;ředitelka Gymnazia a SOŠ Plasy;Plasy;559351;99;1;0;;;;;;
4;11;14;Jiří;Jukl;;;64;starosta města Hartmanice;Hartmanice;556181;1;1;0;;;;;;
4;11;15;Ivo;Kadlec;MUDr.;;58;praktický zubní lékař;Domažlice;553425;1;1;0;;;;;;
4;11;16;Dominik;Filipi;Mgr.;;30;koordinátor projektů ESF;Plzeň;2;1;1;0;;;;;;
4;11;17;Milan;Hájek;Ing.;;53;provozní technik;Přeštice;558249;1;1;0;;;;;;
4;11;18;Marie;Koderová;Ing.;;58;starostka obce Dražeň;Dražeň;578665;1;1;0;;;;;;
4;11;19;Lenka;Lodrová;Ing.;;46;specialista na VT a IT;Plzeň;2;1;1;0;;;;;;
4;11;20;Štěpán;Krňoul;Mgr.;;29;pedagog;Plzeň;2;1;1;0;;;;;;
4;13;1;Petr;Kocman;Ing.;;53;elektroinženýr;Sušice;557153;99;137;0;;;;;;
4;13;2;Zdeněk;Peksa;;;54;živnostník;Klatovy;555771;99;137;0;;;;;;
4;13;3;Martin;Figura;;;42;pracovník v gastronomii;Tachov;560715;99;137;0;;;;;;
4;13;4;František;Pillmann;MUDr.;;57;lékař;Plzeň;2;99;137;0;;;;;;
4;13;5;Kateřina;Černá;Mgr.;;36;kulturní antropoložka;Kyšice;559130;99;137;0;;;;;;
4;13;6;Zdeňka;Hacaperková;;;31;živnostník;Rokycany;559717;99;137;0;;;;;;
4;13;7;Jitka;Dolívková;;;49;učitelka mateřské školy;Horažďovice;556254;99;137;0;;;;;;
4;13;8;Luděk;Švácha;;;40;technik interní logistiky;Plzeň;2;99;137;0;;;;;;
4;13;9;Zdeňka;Podskalská;;;60;živnostník;Domažlice;553425;99;137;0;;;;;;
4;13;10;Jaroslava;Hendrichová;;;57;živnostník;Bor;560758;99;137;0;;;;;;
4;13;11;Světlana;Krčková;Mgr.;;45;pedagog;Pernarec;559334;99;137;0;;;;;;
4;13;12;Alena;Opplová;;;50;živnostník;Chotěšov;557838;99;137;0;;;;;;
4;13;13;Jaroslav;Čarnogurský;;;64;živnostník;Holoubkov;559814;99;137;0;;;;;;
4;13;14;Soňa;Polenová;;;45;živnostník;Tachov;560715;99;137;0;;;;;;
4;13;15;Libuše;Klečková;;;59;živnostník;Horažďovice;556254;137;137;0;;;;;;
4;13;16;Božena;Babíková;;;54;živnostník;Planá;561134;99;137;0;;;;;;
4;13;17;Anna;Ficková;;;62;důchodkyně;Stříbro;561215;99;137;0;;;;;;
4;13;18;Hana;Hošnová;;;49;živnostník;Kralovice;559075;99;137;0;;;;;;
4;13;19;Květuše;Páralová;;;57;kvalitářka;Horšovský Týn;553671;99;137;0;;;;;;
4;13;20;Zdeňka;Fehérová;;;44;hostinská;Horní Bříza;558885;99;137;0;;;;;;
4;15;1;Jan;Kůrka;;;70;olympijský vítěz ve střelbě;Plzeň;2;724;724;0;;;;;;
4;15;2;Eduard;Zeman;Mgr.;;65;pedagog, bývalý ministr;České Budějovice;544256;724;724;0;;;;;;
4;15;3;Jaromír;Schling;Ing.;;67;odborník na dopravu;Praha;1;724;724;0;;;;;;
4;15;4;František;Kapoun;Bc.;;47;majitel výrobní společnosti;Příkosice;579131;724;724;0;;;;;;
4;15;5;Václav;Červenka;doc. MUDr.;CSc.;72;špičkový kardiolog;Praha;1;724;724;0;;;;;;
4;15;6;Jakub;Jonáš;Bc.;;24;student Pedagogické fakulty UK;Plzeň;2;724;724;0;;;;;;
4;15;7;Jiří;Vybíral;;;36;jednatel obchodní společnosti;Plzeň;2;724;724;0;;;;;;
4;15;8;Jiří;Glos;Ing.;;64;bývalý předseda HC Škoda Plzeň;Zruč-Senec;559679;99;724;0;;;;;;
4;15;9;Václav;Havlík;JUDr.;;72;VŠ učitel,emeritní ředitel ČOI;Plzeň;2;724;724;0;;;;;;
4;15;10;Vladislav;Krumer;PaedDr.;;71;VŠ kantor, poradce pro ROP ZČ;Praha;1;99;724;0;;;;;;
4;15;11;Jana;Ajglová;Ing.;;49;ekonomka;Únětice;540528;724;724;0;;;;;;
4;15;12;Tomáš;Svoboda;;;32;ředitel výrobní firmy;Plzeň;2;724;724;0;;;;;;
4;15;13;Roman;Klíma;Ing.;;37;pojišťovací makléř;Střížovice;558401;724;724;0;;;;;;
4;15;14;Jiří;Drobný;;;35;obchodně technický manažer;Plzeň;2;99;724;0;;;;;;
4;15;15;Pavel;Petričko;Ing.;;31;přednášející na VŠ, OSVČ;Ostrov;555428;99;724;0;;;;;;
4;15;16;Jakub;Koskuba;;;27;tenisový trenér;Plzeň;2;724;724;0;;;;;;
4;15;17;Ivo;Sedláček;;;36;regionál. vedoucí obch.řetězce;Plzeň;2;724;724;0;;;;;;
4;15;18;Aleš;Polívka;;;47;obchodně technický pracovník;Plzeň;2;724;724;0;;;;;;
4;15;19;Jaroslav;Peroutka;;;36;podnikatel ve vodohospodářství;Mirošov;559997;724;724;0;;;;;;
4;17;1;Vít;Bárta;JUDr.;;39;manažer;Babylon;553433;144;792;0;;;;;;
4;17;2;Václav;Kupka;;;61;projektant specialista;Plzeň;2;99;792;0;;;;;;
4;17;3;Hana;Páníková;;;52;technik;Plzeň;2;99;792;0;;;;;;
4;17;4;Václav;Ženíšek;Ing.;;65;stavební inženýr;Plzeň;2;99;792;0;;;;;;
4;17;5;Jiří;Schlägel;;;40;invalidní důchodce;Domažlice;553425;99;792;0;;;;;;
4;17;6;Roman;Bakala;;;39;manažer;Chrást;558966;99;792;0;;;;;;
4;17;7;Petr;Marek;;;39;živnostník;Vrčeň;558559;99;792;0;;;;;;
4;17;8;Jiřina;Holotová;Bc.;;51;učitelka SŠ;Horní Bělá;558877;99;792;0;;;;;;
4;17;9;Luděk;Hruška;Bc.;;39;vychovatel v dětském domově;Luženičky;553891;99;792;0;;;;;;
4;17;10;Stanislav;Halámka;;;59;manažer zásobování;Plzeň;2;99;792;0;;;;;;
4;17;11;Jiří;Kellner;;;36;manažer;Rokycany;559717;99;792;0;;;;;;
4;17;12;Pavel;Fryč;;;22;administrativní pracovník;Horní Bříza;558885;99;792;0;;;;;;
4;17;13;Petr;Novotný;;;34;manažer obchodu;Chlumčany;557781;99;792;0;;;;;;
4;17;14;Jan;Sazama;Ing. et Ing.;;63;finanční analytik;Plzeň;2;99;792;0;;;;;;
4;17;15;Pavel;Pivoňka;;;49;vedoucí provozu;Domažlice;553425;99;792;0;;;;;;
4;17;16;Evžen;Zavadil;;;72;důchodce, bývalý starosta;Plzeň;2;99;792;0;;;;;;
4;17;17;Zdeněk;Plaček;;;34;technik;Plzeň;2;99;792;0;;;;;;
4;17;18;Vladimír;Pruner;;;68;důchodce;Spálené Poříčí;558362;99;792;0;;;;;;
4;17;19;Daniel;Mráz;;;27;strojní technik;Plzeň;2;99;792;0;;;;;;
4;17;20;Lydie;Bayerová;;;59;zastupitelka;Zbůch;559661;144;792;0;;;;;;
4;18;1;Jiří;Štěpánek;Mgr.;;41;výkonný místopředseda DSSS;Plzeň;2;156;156;0;;;;;;
4;18;2;Pavel;Chmelík;;;48;řidič MKD;Nový Kramolín;554057;156;156;0;;;;;;
4;18;3;Miloslav;Wolf;;DiS.;27;obchodní konzultant v logist.;Chodov;553735;156;156;0;;;;;;
4;18;4;Jiří;Weinfurter;;;36;elektrotechnik;Klatovy;555771;156;156;0;;;;;;
4;18;5;Vladimír;Pelák;;;58;důchodce;Nýřany;559300;156;156;0;;;;;;
4;18;6;Zbyněk;Kratochvíl;;;37;podnikatel;Plzeň;2;156;156;0;;;;;;
4;18;7;Jan;Bednář;;;37;zdravotník;Plzeň;2;156;156;0;;;;;;
4;18;8;Tomáš;Levinský;;;35;dělník;Hošťka;560898;156;156;0;;;;;;
4;18;9;Vít;Skalský;Bc.;;40;mistr výroby;Plzeň;2;156;156;0;;;;;;
4;18;10;Jan;Kalaš;;;41;tělovýchovný pracovník;Plzeň;2;99;156;0;;;;;;
4;18;11;Josef;Chodora;;;48;správce provozu;Plzeň;2;99;156;0;;;;;;
4;18;12;Martin;Kolářík;;;29;řidič;Plzeň;2;156;156;0;;;;;;
4;18;13;Roman;Mezera;;;40;podnikatel;Klatovy;555771;156;156;0;;;;;;
4;18;14;Martin;Gavel;;;30;bezpečnostní technik;Strašice;560162;156;156;0;;;;;;
4;18;15;Marek;Hodan;;;38;mateřská dovolená;Skomelno;566845;156;156;0;;;;;;
4;18;16;Martin;Muhr;;;43;dělník;Plzeň;2;156;156;0;;;;;;
4;18;17;Josef;Vítek;;;55;technik IT;Nalžovské Hory;556751;156;156;0;;;;;;
4;18;18;Roman;Moule;;;41;bezpečnostní pracovník;Nemanice;554006;156;156;0;;;;;;
4;18;19;Stanislav;Krupička;;;37;dělník;Plzeň;2;156;156;0;;;;;;
4;18;20;David;Karlík;;;35;podnikatel;Rokycany;559717;99;156;0;;;;;;
4;20;1;Josef;Vozdecký;Ing.;;68;OSVČ;Starý Plzenec;558371;99;768;0;;;;;;
4;20;2;Jan;Volný;Ing.;;54;obchodní ředitel;Chodová Planá;560901;768;768;0;;;;;;
4;20;3;Pavel;Šrámek;Ing.;MBA;48;podnikatel;Všeruby;559628;768;768;0;;;;;;
4;20;4;Miloslava;Rutová;Mgr.;;65;terapeut - kineziolog;Plzeň;2;768;768;0;;;;;;
4;20;5;Pavel;Strolený;;;39;hlavní účetní;Klatovy;555771;768;768;0;;;;;;
4;20;6;Petr;Sterzl;;;54;hospodář ve státní správě;Domažlice;553425;768;768;0;;;;;;
4;20;7;Irena;Langrová;Mgr.;;61;patentový zástupce;Blovice;557587;768;768;0;;;;;;
4;20;8;Miroslav;Šuma;Mgr. et Mgr.;;36;právník;Vejprnice;559580;768;768;0;;;;;;
4;20;9;Jiří;Dufka;Ing.;;52;soukromý zemědělec;Chodský Újezd;560910;768;768;0;;;;;;
4;20;10;Zdeněk;Hrubý;Ing.;;57;geodet;Nezvěstice;558141;768;768;0;;;;;;
4;20;11;Milan;Štěpáník;MUDr.;;59;plicní lékař;Plzeň;2;768;768;0;;;;;;
4;20;12;Vladimír;Kroc;Ing.;;65;důchodce;Březina;559733;768;768;0;;;;;;
4;20;13;František;Jelínek;;;47;OSVČ;Rabí;557013;768;768;0;;;;;;
4;20;14;Roman;Kollros;MUDr.;;39;lékař;Klatovy;555771;99;768;0;;;;;;
4;20;15;Jitka;Fejtová;;;54;OSVČ;Bukovec;553506;768;768;0;;;;;;
4;20;16;Miloš;Vršecký;Mgr.;;63;ředitel školy;Plzeň;2;99;768;0;;;;;;
4;20;17;Ludvík;Lőffelmann;;;54;OSVČ;Rabí;557013;768;768;0;;;;;;
4;20;18;Marie;Lišková;;;54;finanční a plánovací poradce;Dýšina;558851;99;768;0;;;;;;
4;20;19;Jiří;Šulc;;;63;důchodce;Druztová;558834;768;768;0;;;;;;
4;20;20;Jindra;Brojová;Mgr.;;57;OSVČ;Mýto;560014;768;768;0;;;;;;
4;21;1;Karel;Šidlo;Ing.;;55;inženýr železniční dopravy;Bezděkov;555801;47;47;0;;;;;;
4;21;2;Jiří;Valenta;PhDr. Ing.;;47;vychovatel - metodik;Plzeň;2;47;47;0;;;;;;
4;21;3;Alena;Ratajová;;;53;vedoucí sociálního odboru;Heřmanova Huť;558869;99;47;0;;;;;;
4;21;4;Lubomír;Porvich;Ing.;;51;zemědělský technik;Horšovský Týn;553671;47;47;0;;;;;;
4;21;5;Josef;Švarcbek;RSDr.;;58;revizní technik;Planá;561134;47;47;0;;;;;;
4;21;6;Jitka;Hejlová;;;50;mzdová účetní;Hrádek;559822;47;47;0;;;;;;
4;21;7;Jan;Beneš;;;28;projektant dopravních staveb;Třemošná;559521;47;47;0;;;;;;
4;21;8;Hana;Váchalová;;;47;asistentka - rozpočtářka;Postřekov;554138;99;47;0;;;;;;
4;21;9;Andrea;Cízlová;;;36;manažerka;Plzeň;2;47;47;0;;;;;;
4;21;10;Josef;Šefl;;;56;vedoucí provozního střediska;Dobřany;557676;47;47;0;;;;;;
4;21;11;Jan;Rejfek;RSDr.;;60;starosta městyse Dešenice;Dešenice;556041;47;47;0;;;;;;
4;21;12;Gabriela Daniela;Rýdlová;;;33;úřednice;Klatovy;555771;99;47;0;;;;;;
4;21;13;František;Hlásek;;;54;živnostník;Plzeň;2;47;47;0;;;;;;
4;21;14;Radek;Jaroš;Bc.;;38;zaměstnanec městského úřadu;Chotěšov;557838;47;47;0;;;;;;
4;21;15;Petr;Šaufl;;;49;sociální pracovník;Rokycany;559717;47;47;0;;;;;;
4;21;16;Věstislav;Křenek;Ing.;;62;předs.Výboru pro veřej.zakázky;Domažlice;553425;47;47;0;;;;;;
4;21;17;Jitka;Havlíková;;;55;podnikatelka;Žihle;559695;47;47;0;;;;;;
4;21;18;Michaela;Vávrová;Ing.;;30;odborná asistentka;Horažďovice;556254;99;47;0;;;;;;
4;21;19;Milan;Hajšman;;;35;referent obchodu a skladu;Plzeň;2;47;47;0;;;;;;
4;21;20;Jaroslav;Rehák;;;39;podnikatel;Klatovy;555771;47;47;0;;;;;;
4;22;1;Ivan;Šterzl;prof. MUDr.;CSc.;59;lékař, profesor LF UK Plzeň;Velhartice;557366;764;764;0;;;;;;
4;22;2;Jiří;Janoušek;Ing.;;50;správce lesů;Měcholupy;539716;764;764;0;;;;;;
4;22;3;Jiří;Fejfar;;;56;starosta obce;Střížovice;558401;764;764;0;;;;;;
4;22;4;Roman;André;;;43;logistik;Praha;1;764;764;0;;;;;;
4;22;5;Jan;Kadlec;;;54;revizní technik;Plzeň;2;764;764;0;;;;;;
4;22;6;Jiřina;Eretová;;;62;učitelka;Domažlice;553425;99;764;0;;;;;;
4;22;7;Anna;Ihnátová;;;53;referent majetkové správy;Zruč-Senec;559679;764;764;0;;;;;;
4;22;8;Radka;Hrubá;;;44;radiologický asistent;Blovice;557587;99;764;0;;;;;;
4;22;9;Karel;Polívka;;;37;řidič;Nepomuk;558109;764;764;0;;;;;;
4;22;10;Tomáš;Horčička;;;28;elektromechanik;Město Touškov;559211;764;764;0;;;;;;
4;22;11;Václava;Kynclová;;;26;sekretářka;Spálené Poříčí;558362;764;764;0;;;;;;
4;22;12;Pavel;Kraft;;;42;technik;Spálené Poříčí;558362;764;764;0;;;;;;
4;22;13;Michéle;Marešová;;;36;živnostník;Louňová;558010;99;764;0;;;;;;
4;22;14;Jan;Havel;;;46;OSVČ;Nepomuk;558109;99;764;0;;;;;;
4;22;15;Jan;Kadlec;Ing.;;28;programátor;Plzeň;2;99;764;0;;;;;;
4;22;16;Miloš;Zídek;;;45;obchodní zástupce;Plzeň;2;99;764;0;;;;;;
4;22;17;Jaroslava;Macourková;;;43;farmaceutický asistent;Blovice;557587;99;764;0;;;;;;
4;22;18;Peter;Mitošinka;;;36;obchodní zástupce;Mýto;560014;764;764;0;;;;;;
4;22;19;Václav;Rič;;;38;obchodní zástupce;Vejprnice;559580;99;764;0;;;;;;
4;22;20;Václav;Salcman;;;22;student;Mokrouše;540641;764;764;0;;;;;;
4;23;1;Svatava;Štěrbová;Mgr.;;42;starostka města Kladruby;Kladruby;560928;5;5;0;;;;;;
4;23;2;Roman;Černík;MgA. Mgr.;;49;VŠ pedagog, divadelník;Ves Touškov;558494;5;5;0;;;;;;
4;23;3;David;Tišer;;;28;pedagog, herec, režisér;Praha;1;5;5;0;;;;;;
4;23;4;Lucie;Moravcová;PhDr.;;31;sociální prac., ochránk.zvířat;Plzeň;2;99;5;0;;;;;;
4;23;5;Jan;Cina;;;24;hasič;Kasejovice;557862;5;5;0;;;;;;
4;23;6;Eva;Gažáková;Mgr.;;36;VŠ pedagožka, divadelnice;Černošín;560812;99;5;0;;;;;;
4;23;7;Petr;Šimon;Mgr.;;36;kulturní manažer, učitel;Manětín;559202;99;5;0;;;;;;
4;23;8;Pavel;Kroupa;PhDr.;;36;historik, kulturní aktivista;Nepomuk;558109;5;5;0;;;;;;
4;23;9;Věra;Burdová;Mgr.;;36;ředitelka malotřídky;Nepomuk;558109;5;5;0;;;;;;
4;23;10;Tereza;Karbanová;;;35;kavárnice;Plzeň;2;99;5;0;;;;;;
4;23;11;Lubor;Brabec;;;45;terapeut, hudebník;Mladý Smolivec;558061;99;5;0;;;;;;
4;23;12;Kateřina;Čedíková;Mgr.;;31;SŠ učitelka, šachistka;Klatovy;555771;5;5;0;;;;;;
4;23;13;Lucie;Hemrová;Mgr.;Ph.D.;31;vědecká pracovnice-bioložka;Plzeň;2;5;5;0;;;;;;
4;23;14;Jan;Valeš;Ing.;;34;zaměstnanec v drážní dopravě;Klatovy;555771;5;5;0;;;;;;
4;23;15;Ladislav;Nový;;;33;ved.chráněné dílny, hiphoper;Plzeň;2;99;5;0;;;;;;
4;23;16;Hana;Tenglerová;Mgr. et Mgr.;;31;socioložka;Plzeň;2;99;5;0;;;;;;
4;23;17;Zdeněk;Vávra;Ing.;Ph.D.;39;VŠ pedagog, zastup.MČ Praha 10;Praha;1;5;5;0;;;;;;
4;23;18;Tomáš;Pruner;Bc.;;37;vedoucí stř.ekologické výchovy;Plzeň;2;99;5;0;;;;;;
4;23;19;Jana;Barochová;;;32;učitelka;Nepomuk;558109;5;5;0;;;;;;
4;23;20;Ladislav;Toušek;Mgr.;Ph.D.;35;VŠ pedagog - antropolog;Plzeň;2;99;5;0;;;;;;
4;24;1;Jan;Drnek;;;52;spisovatel;Plzeň;2;55;55;0;;;;;;
4;24;2;Oldřich;Kodeda;Ing. arch.;;54;architekt;Plzeň;2;99;55;0;;;;;;
4;24;3;Oto;Brachtel;;;56;informatik;Kozolupy;559059;55;55;0;;;;;;
4;24;4;Vlastimil Johannes;Ježík;;;43;učitel;Plzeň;2;55;55;0;;;;;;
4;24;5;Jan;Bureš;Ing.;;35;paleontolog Zpč.muzea v Plzni;Chotěšov;557838;99;55;0;;;;;;
4;24;6;Karel;Drábeček;;;68;důchodce;Plzeň;2;99;55;0;;;;;;
4;24;7;Zdeněk;Štorek;;;66;důchodce;Plzeň;2;99;55;0;;;;;;
4;24;8;František;Tichávek;;;66;důchodce;Nýřany;559300;99;55;0;;;;;;
4;24;9;Iveta;Fišerová;;;38;hostinská;Plzeň;2;99;55;0;;;;;;
4;24;10;Luděk;Krčmář;Mgr.;;41;historik;Plzeň;2;99;55;0;;;;;;
4;24;11;Milan;Novobilský;;;51;výtvarník;Plzeň;2;99;55;0;;;;;;
4;24;12;Božena;Donatiénová;;;65;důchodkyně;Plzeň;2;99;55;0;;;;;;
4;24;13;Robert;Martínek;Ing. arch.;;35;architekt;Plzeň;2;99;55;0;;;;;;
4;24;14;Lenka;Čížková;Bc.;;44;dětská sestra;Plzeň;2;99;55;0;;;;;;
4;24;15;Libor;Švehla;;;55;truhlář;Vejprnice;559580;99;55;0;;;;;;
