VOLKRAJ,N,2,0;KSTRANA,N,3,0;PORCISLO,N,2,0;JMENO,C,40;PRIJMENI,C,30;TITULPRED,C,20;TITULZA,C,15;VEK,N,2,0;POVOLANI,C,30;BYDLISTEN,C,40;BYDLISTEK,N,6,0;PSTRANA,N,3,0;NSTRANA,N,3,0;PLATNOST,N,1,0;POCHLASU,N,7,0;POCPROC,N,6,2;POCPROCVSE,N,6,2;MANDAT,N,1,0;PORADIMAND,N,2,0;PORADINAHR,N,2,0
4;24;16;Václav;Vondrovský;;;50;muzejní konzervátor;Plzeň;2;99;55;0;;;;;;
4;24;17;Petr;Ludvík;;;52;výhradní pojišťovací poradce;Plzeň;2;99;55;0;;;;;;
4;24;18;Miloš;Wolf;;;56;letecký mechanik;Plzeň;2;99;55;0;;;;;;
4;24;19;Stanislav;Smolík;;;37;muzejník;Stříbro;561215;99;55;0;;;;;;
4;24;20;Karel;Chára;;;60;zedník;Plzeň;2;99;55;0;;;;;;
5;1;1;Josef;Novotný;PaedDr.;;60;hejtman Karlovarského kraje;Sokolov;560286;7;7;0;;;;;;
5;1;2;Markéta;Wernerová;;;30;jednatelka Karl.bahenních láz.;Karlovy Vary;554961;7;7;0;;;;;;
5;1;3;Vladimír;Hartmann;Mgr.;;63;místostarosta města Cheb;Cheb;554481;7;7;0;;;;;;
5;1;4;Tomáš;Svoboda;Ing.;;49;starosta měs.Kynšperk nad Ohří;Kynšperk nad Ohří;560499;7;7;0;;;;;;
5;1;5;Zdeněk;Míkovec;Ing.;;63;ekonom;Karlovy Vary;554961;7;7;0;;;;;;
5;1;6;Hana;Hozmanová;;;47;účetní;Cheb;554481;7;7;0;;;;;;
5;1;7;Vlasta;Kaiserová;Bc.;;50;ředitelka mateřské školy;Sokolov;560286;7;7;0;;;;;;
5;1;8;Marek;Šír;Mgr.;;39;učitel;Karlovy Vary;554961;7;7;0;;;;;;
5;1;9;Václav;Mleziva;;;46;místostarosta města Plesná;Plesná;554740;7;7;0;;;;;;
5;1;10;Josef;Pojar;Bc.;;44;technik;Chodov;560383;7;7;0;;;;;;
5;1;11;Štěpán;Cingroš;;;36;konzultant telekomunikační s.;Nejdek;555380;7;7;0;;;;;;
5;1;12;Petr;Horký;RNDr.;;55;místostarosta města Mar. Lázně;Mariánské Lázně;554642;7;7;0;;;;;;
5;1;13;Jiří;Dietz;;;47;učitel;Karlovy Vary;554961;7;7;0;;;;;;
5;1;14;Jaroslav;Fiala;Ing.;CSc.;57;ekonom;Karlovy Vary;554961;7;7;0;;;;;;
5;2;1;Jiří;Pánek;Ing.;;50;geodet,zastupitel Sokolova;Sokolov;560286;714;714;0;;;;;;
5;2;2;Václav;Jakl;Ing.;;58;finanční konzultant,zast.Chebu;Cheb;554481;714;714;0;;;;;;
5;2;3;Luboš;Orálek;Ing.;;48;OSVČ, zastupitel Oloví;Oloví;560588;714;714;0;;;;;;
5;2;4;Ladislav;Tkaczyszyn;;;45;správce IT;Cheb;554481;714;714;0;;;;;;
5;2;5;Igor;Hrazdil;Ing.;;55;OSVČ;Ostrov;555428;714;714;0;;;;;;
5;2;6;Jiří;Lacina;Ing.;;39;ekonom, IT;Cheb;554481;99;714;0;;;;;;
5;2;7;Pavel;Pagáč;;;38;stavební technik;Cheb;554481;99;714;0;;;;;;
5;2;8;Adam;Ábelovský;;;24;manažer zákaznického servisu;Kraslice;560472;714;714;0;;;;;;
5;2;9;Karel;Ouborný;;;32;instruktor autoškoly;Habartov;560359;99;714;0;;;;;;
5;2;10;Roman;Šebl;Ing.;;26;specialista pronájmů a obchodu;Karlovy Vary;554961;714;714;0;;;;;;
5;2;11;Roman;Holík;;;33;mistr skladu;Nejdek;555380;714;714;0;;;;;;
5;2;12;Václav;Bauer;;;28;administrativní pracovník;Sokolov;560286;714;714;0;;;;;;
5;2;13;Dominik;Moštěk;;;23;programátor;Velká Hleďsebe;539279;714;714;0;;;;;;
5;2;14;Petr;Šuchman;Ing.;;29;manažer;Karlovy Vary;554961;99;714;0;;;;;;
5;3;1;Petr;Třešňák;Ing.;;30;specialista v oboru energetiky;Mariánské Lázně;554642;720;720;0;;;;;;
5;3;2;Roman;Glaser;;DiS.;37;sociální pracovník;Aš;554499;720;720;0;;;;;;
5;3;3;Ondřej;Knotek;Ing.;;29;vedoucí oddělení kvality;Mariánské Lázně;554642;720;720;0;;;;;;
5;3;4;Barbora;Hradečná;;;28;sociální pracovník;Aš;554499;720;720;0;;;;;;
5;3;5;Zdeněk;Hess;MUDr.;Ph.D.;40;lékař;Drmoul;554511;720;720;0;;;;;;
5;3;6;Michaela;Klepáčková;Mgr.;;27;učitelka,marketin.specialistka;Mariánské Lázně;554642;99;720;0;;;;;;
5;3;7;Jakub;Kotal;;DiS.;22;kameraman;Aš;554499;720;720;0;;;;;;
5;3;8;Lukáš;Jadlovský;;;28;technik;Mariánské Lázně;554642;720;720;0;;;;;;
5;3;9;Zdeněk;Třešňák;Ing.;;57;geodet;Mariánské Lázně;554642;720;720;0;;;;;;
5;3;10;Martin;Ptáček;Ing.;;27;IT specialista;Cheb;554481;99;720;0;;;;;;
5;3;11;Čeněk;Berka;;;29;truhlář;Ostrov;555428;720;720;0;;;;;;
5;3;12;Jiří;Hlaváček;Ing.;;41;soudní úředník;Kynšperk nad Ohří;560499;99;720;0;;;;;;
5;3;13;Rudolf;Gareis;;;47;státní úředník;Chodov;560383;720;720;0;;;;;;
5;3;14;Stanislav;Rezek;;;28;elektromontér;Mariánské Lázně;554642;99;720;0;;;;;;
5;4;1;Roman;Maleček;;;47;radní města K.Vary, jednatel;Karlovy Vary;554961;721;721;0;;;;;;
5;4;2;Jiří;Nešpor;Ing.;;57;starosta,sport. funkcionář;Zádub-Závišín;539431;166;721;0;;;;;;
5;4;3;Rudolf;Chlad;;;65;čestný člen Horské služby ČR;Boží Dar;506486;721;721;0;;;;;;
5;4;4;Petr;Kulhánek;Ing.;;42;primátor Karlových Varů;Karlovy Vary;554961;182;721;0;;;;;;
5;4;5;Petr;Schaller;;;40;starosta, sportovní funkcionář;Plesná;554740;721;721;0;;;;;;
5;4;6;Jitka;Pokorná;;;50;starostka, dipl. zdrav. sestra;Nová Role;555398;166;721;0;;;;;;
5;4;7;Petr;Zahradníček;Mgr.;;49;krajský zastupitel, hudebník;Loket;560537;721;721;0;;;;;;
5;4;8;Vladislava;Chalupková;Mgr.;;53;starostka, pedagožka;Drmoul;554511;166;721;0;;;;;;
5;4;9;Radek;Pich;;;48;krizový manažer;Mariánské Lázně;554642;721;721;0;;;;;;
5;4;10;Miroslav;Stropek;;;52;starosta, dobrovolný hasič;Bukovany;560316;166;721;0;;;;;;
5;4;11;Jakub;Tichý;;;40;jednatel makléřské společnosti;Loket;560537;721;721;0;;;;;;
5;4;12;Jiří;Klsák;Mgr.;;59;náměstek primátora, archeolog;Karlovy Vary;554961;182;721;0;;;;;;
5;4;13;Michal;Toufar;Ing.;;41;finanční ředitel láz. zařízení;Karlovy Vary;554961;721;721;0;;;;;;
5;4;14;Erich;Kříž;;;26;proj.manažer, místopředseda;Krásno;538337;166;721;0;;;;;;
5;5;1;Miloš;Patera;Ing.;;51;živnostník;Karlovy Vary;554961;99;192;0;;;;;;
5;5;2;Jiří;Jirgl;;;44;zastupitel obce;Habartov;560359;99;192;0;;;;;;
5;5;3;Jan;Kuchař;;;39;podnikatel-jednatel společ.;Františkovy Lázně;554529;774;192;0;;;;;;
5;5;4;Martin;Vinš;Ing.;;35;projektant v oblasti živ.pros.;Karlovy Vary;554961;774;192;0;;;;;;
5;5;5;Jaroslava;Ambrozková;;;66;zastupitelka;Kynšperk nad Ohří;560499;99;192;0;;;;;;
5;5;6;Daniel;Herold;;;32;podnikatel;Karlovy Vary;554961;774;192;0;;;;;;
5;5;7;Jaroslav;Černík;;;39;podnikatel;Cheb;554481;99;192;0;;;;;;
5;5;8;Pavla;Černá;Mgr.;;38;učitelka ZŠ;Cheb;554481;99;192;0;;;;;;
5;5;9;Josef;Palát;;;55;vodní záchranář;Karlovy Vary;554961;774;192;0;;;;;;
5;5;10;Pavel;Klíma;Mgr. Ing.;;41;advokátní koncipient;Františkovy Lázně;554529;99;192;0;;;;;;
5;5;11;Richard;Rovenský;;;39;podnikatel;Karlovy Vary;554961;774;192;0;;;;;;
5;5;12;Zbyněk;Korelus;;;37;obchodní ředitel;Františkovy Lázně;554529;759;192;0;;;;;;
5;5;13;Lenka;Fleischmannová;;;37;živnostnice;Cheb;554481;99;192;0;;;;;;
5;5;14;Jiří;Krejčí;;;38;jednatel společnosti;Františkovy Lázně;554529;99;192;0;;;;;;
5;6;1;Jan;Bureš;Ing.;;39;bývalý starosta města Ostrov;Ostrov;555428;53;53;0;;;;;;
5;6;2;Jana;Vildumetzová;Mgr.;;40;starostka m. Horní Slavkov;Horní Slavkov;560367;53;53;0;;;;;;
5;6;3;Jan;Svoboda;MUDr.;;56;ředitel Západočeského divadla;Cheb;554481;53;53;0;;;;;;
5;6;4;Petr;Bursík;Ing.;;37;náměstek prim. m. Karlovy Vary;Karlovy Vary;554961;53;53;0;;;;;;
5;6;5;Zdeněk;Král;;;53;starosta města Mariánské Lázně;Mariánské Lázně;554642;53;53;0;;;;;;
5;6;6;Karel;Jakobec;Ing.;;49;místostarosta města Sokolov;Sokolov;560286;53;53;0;;;;;;
5;6;7;Dana;Schwarzová;;;54;místostarostka města Nejdek;Nejdek;555380;53;53;0;;;;;;
5;6;8;Tomáš;Provazník;Mgr.;;33;ředitel FK Baník Sokolov;Sokolov;560286;53;53;0;;;;;;
5;6;9;Ingeborg;Štiková;;;57;místostarostka města Jáchymov;Jáchymov;555215;53;53;0;;;;;;
5;6;10;Michal;Kandráč;;;50;radní města Mariánské Lázně;Mariánské Lázně;554642;53;53;0;;;;;;
5;6;11;Jiří;Brdlík;MUDr.;;56;lékař;Karlovy Vary;554961;53;53;0;;;;;;
5;6;12;Ladislav;Sedláček;Mgr.;;42;místostarosta města Sokolov;Sokolov;560286;53;53;0;;;;;;
5;6;13;Petr;Šindelář;Mgr.;LL.M.;40;advokát;Ostrov;555428;53;53;0;;;;;;
5;6;14;Tomáš;Linda;;;33;místostarosta města Chebu;Cheb;554481;53;53;0;;;;;;
5;9;1;Lada;Macečková;;;43;soukromá porodní asistentka;Karlovy Vary;554961;99;771;0;;;;;;
5;9;2;Jana;Kounková;;;24;projektant,dobrovol. v hospici;Bernartice;579050;99;771;0;;;;;;
5;9;3;Štěpánka;Klímková;Ing. Bc.;;35;inženýrka chemie, technoložka;Liberec;563889;99;771;0;;;;;;
5;10;1;Petr;Jurča;;;48;jednatel společnosti;Chodov;560383;716;716;0;;;;;;
5;10;2;Ivan;Pázral;MUDr.;;53;lékař;Sokolov;560286;99;716;0;;;;;;
5;10;3;Václav;Bouše;;;50;obchodní ředitel;Karlovy Vary;554961;716;716;0;;;;;;
5;10;4;Miroslav;Jirkovský;;;62;jednatel společnosti;Chodov;560383;716;716;0;;;;;;
5;10;5;František;Hejl;;;55;jednatel společnosti;Kraslice;560472;716;716;0;;;;;;
5;10;6;Lenka;Kuglerová;;;48;živnostník, průvodkyně;Karlovy Vary;554961;99;716;0;;;;;;
5;10;7;Luděk;Barvínek;Ing.;;54;jednatel společnosti;Sokolov;560286;99;716;0;;;;;;
5;10;8;Luboš;Orlich;;;48;jednatel společnosti;Chodov;560383;716;716;0;;;;;;
5;10;9;Petr;Šigut;;;30;kuchař;Cheb;554481;716;716;0;;;;;;
5;10;10;František;Hejpetr;;;48;jednatel společnosti;Sokolov;560286;99;716;0;;;;;;
5;10;11;Ladislav;Vasilečko;;;50;živnostník, projektant;Chodov;560383;716;716;0;;;;;;
5;10;12;Vlastimil;Salajka;;;45;jednatel společnosti;Dalovice;537918;99;716;0;;;;;;
5;10;13;Petr;Novák;;;49;živnostník;Dalovice;537918;99;716;0;;;;;;
5;10;14;David;Drška;;;22;živnostník;Chodov;560383;716;716;0;;;;;;
5;11;1;Oľga;Haláková;;;65;starostka Bečova nad Teplou;Bečov nad Teplou;554995;1;1;0;;;;;;
5;11;2;Marek;Poledníček;Ing.;;47;zastupitel města Ostrova;Ostrov;555428;1;1;0;;;;;;
5;11;3;Marie;Šašková;;;39;starostka Otročína;Otročín;555444;99;1;0;;;;;;
5;11;4;Václav;Slavík;Mgr. Bc.;;40;starosta Žlutic,spec. pedagog;Žlutice;555762;99;1;0;;;;;;
5;11;5;Jiří;Kotek;Ing.;;56;aktivista, manažer;Karlovy Vary;554961;702;1;0;;;;;;
5;11;6;Otmar;Homolka;Ing.;;56;stavební inženýr;Karlovy Vary;554961;743;1;0;;;;;;
5;11;7;Miroslav;Plevný;doc. Dr. Ing.;;48;vysokoškolský učitel, děkan;Cheb;554481;99;1;0;;;;;;
5;11;8;Zdeněk;Brantl;Ing.;;63;starosta Kraslic;Kraslice;560472;99;1;0;;;;;;
5;11;9;Petr;Binder;Bc.;;42;spisovatel, poutník Hroch;Praha;1;99;1;0;;;;;;
5;11;10;Tomáš;Kábrt;;DiS.;48;publicista, webový editor;Libavské Údolí;560502;99;1;0;;;;;;
5;11;11;Jiří;Černý;;;43;záchranář, sport. instruktor;Cheb;554481;99;1;0;;;;;;
5;11;12;Jana;Křížová;;;55;jednatelka LDN Amica;Cheb;554481;1;1;0;;;;;;
5;11;13;Vlastimil;Šindelář;Ing.;;52;podnikatel,majitel zahrad.;Teplá;555631;1;1;0;;;;;;
5;11;14;Karolína;Tekelíková;MUDr.;;42;lékařka;Ostrov;555428;1;1;0;;;;;;
5;13;1;Marcela;Lindová;;;46;živnostnice;Abertamy;554979;99;137;0;;;;;;
5;13;2;Jitka;Horová;;;46;pedagožka ekologie;Hájek;538159;99;137;0;;;;;;
5;13;3;Aleš;Bruna;Bc.;;39;transport manažer;Nová Role;555398;99;137;0;;;;;;
5;13;4;Iveta;Šikutová;;;32;bankovní úřednice;Karlovy Vary;554961;99;137;0;;;;;;
5;13;5;Miloslava;Petráňová;;;25;živnostnice;Ostrov;555428;99;137;0;;;;;;
5;13;6;Jiří;Macháček;;;37;OSVČ-hostinský, hudebník;Dalovice;537918;99;137;0;;;;;;
5;13;7;Andrea;Konečná;;;22;asistentka ředitele;Loket;560537;99;137;0;;;;;;
5;13;8;Jan;Kotík;;;58;strojař;Cheb;554481;99;137;0;;;;;;
5;13;9;Ilona;Hradecká;;;55;živnostnice;Aš;554499;137;137;0;;;;;;
5;13;10;Miroslav;Štrasser;;;41;mechanik;Horní Slavkov;560367;99;137;0;;;;;;
5;13;11;Iveta;Hynková;;;43;prodavačka;Sokolov;560286;99;137;0;;;;;;
5;13;12;Petra;Mertová;;;38;cukrářka;Chodov;560383;99;137;0;;;;;;
5;13;13;Ivan;Vavřich;;;66;živnostník;Mariánské Lázně;554642;99;137;0;;;;;;
5;13;14;Petr;Dolanský;;;43;elektromechanik;Lázně Kynžvart;554600;99;137;0;;;;;;
5;15;1;Josef;Kvasnička;JUDr.;;63;právník,člen městského zast.;Plesná;554740;724;724;0;;;;;;
5;15;2;Jaroslav;Bradáč;Ing.;;58;podnikatel-OSVČ,člen městs.z.;Skalná;554812;724;724;0;;;;;;
5;15;3;Miroslav;Drobný;;;41;pracovník v gastronomii;Nejdek;555380;724;724;0;;;;;;
5;15;4;Tatiana;Kocábová;;;45;účetní-ekonom,členka městs.z.;Ostrov;555428;724;724;0;;;;;;
5;15;5;Ilja;Mlátilík;;;54;podnikatel ve stavebnictví;Aš;554499;724;724;0;;;;;;
5;15;6;Miroslav;Procházka;;;68;prac.důchodce v pojišťovnictví;Praha;1;724;724;0;;;;;;
5;15;7;Miroslav;Kamenický;;;42;podnikatel - OSVČ;Cheb;554481;724;724;0;;;;;;
5;15;8;Jitka;Rudolfová;Mgr.;;50;ředitelka ZŠ a MŠ;Bečov nad Teplou;554995;724;724;0;;;;;;
5;15;9;Milan;Zeman;JUDr.;;49;právník - advokát;Karlovy Vary;554961;724;724;0;;;;;;
5;15;10;Jaroslav;Havlíček;Ing.;;50;správce toků - Lesy ČR;Dolní Žandov;554502;724;724;0;;;;;;
5;15;11;Roman;Kouba;Mgr.;;45;podnikatel;Tři Sekery;554880;724;724;0;;;;;;
5;15;12;Michal;Ševčík;;;39;podnikatel - OSVČ;Ostrov;555428;724;724;0;;;;;;
5;15;13;Jan;Homolka;Ing.;;41;zástupce ředitele školy;Cheb;554481;724;724;0;;;;;;
5;15;14;Gabriela;Kertészová;;;37;pedagogický pracovník;Kraslice;560472;724;724;0;;;;;;
5;17;1;Pavel Přemysl;Ries;;;61;režisér,dokumentarista-OSVČ;Březina;577871;99;792;0;;;;;;
5;17;2;Jan;Prudík;;;66;učitel tance v důchodu;Karlovy Vary;554961;99;792;0;;;;;;
5;17;3;Eduard;Frisch;;;50;uvolněný starosta obce Sadov;Sadov;555533;99;792;0;;;;;;
5;17;4;Soňa;Riedlová Puškašová;;;40;účetní,zast. obce Stanovice;Stanovice;555550;99;792;0;;;;;;
5;17;5;Michal;Sadílek;;;41;grafik;Karlovy Vary;554961;99;792;0;;;;;;
5;17;6;Tomáš;Stránský;;;44;manažer;Mariánské Lázně;554642;99;792;0;;;;;;
5;17;7;Dagmar;Juríková;;;50;manažerka;Holubice;550825;99;792;0;;;;;;
5;17;8;Pavel;Cekota;Bc.;;37;lesník;Cheb;554481;99;792;0;;;;;;
5;17;9;Jan;Foltýn;Bc.;;46;producent;Valy;539481;99;792;0;;;;;;
5;17;10;Renáta;Lengöová;;;38;realitní makléřka;Chodov;560383;99;792;0;;;;;;
5;17;11;Tomáš;Paprštein;;;21;student;Sokolov;560286;99;792;0;;;;;;
5;17;12;Ladislav;Ludvík;;;45;místostarosta obce Sadov;Sadov;555533;99;792;0;;;;;;
5;17;13;Pavel;Švejda;;;35;řidič;Sokolov;560286;99;792;0;;;;;;
5;17;14;Marian;Velas;;;32;živnostník;Aš;554499;99;792;0;;;;;;
5;18;1;Jiří;Froněk;;;29;předseda krajské org. DSSS;Karlovy Vary;554961;156;156;0;;;;;;
5;18;2;Tomáš;Vejvoda;;;37;řidič MKD;Nejdek;555380;156;156;0;;;;;;
5;18;3;Josef;Kozák;;;36;dělník;Nejdek;555380;156;156;0;;;;;;
5;18;4;Vlastimil;Kříž;;;43;soukromý zemědělec;Dolní Nivy;560341;156;156;0;;;;;;
5;18;5;Daniel;Mandous;;;27;systémový pracovník;Nejdek;555380;156;156;0;;;;;;
5;18;6;Marie;Lubasová;;;34;servírka;Nová Role;555398;156;156;0;;;;;;
5;18;7;Jan;Blaško;;;56;masér;Cheb;554481;156;156;0;;;;;;
5;18;8;Milan;Takáč;;;41;letištní technik;Dolní Nivy;560341;156;156;0;;;;;;
5;18;9;Tomáš;Kozák;;;33;živnostník;Nové Hamry;506494;156;156;0;;;;;;
5;18;10;Martin;Holub;;;43;řidič velkostroje;Nejdek;555380;99;156;0;;;;;;
5;18;11;Martin;Bečvář;;;37;státní zaměstnanec;Nové Hamry;506494;99;156;0;;;;;;
5;18;12;Jiří;Hůlka;;;24;autoelektrikář;Hory;551651;156;156;0;;;;;;
5;18;13;Milan;Vejvoda;;;69;důchodce;Nejdek;555380;99;156;0;;;;;;
5;18;14;Jakub;Vlach;;;21;brusič kovů;Nejdek;555380;156;156;0;;;;;;
5;20;1;Roman;Procházka;Ing.;;44;ředitel muzea;Lázně Kynžvart;554600;768;768;0;;;;;;
5;20;2;Jan;Ulrych;Ing.;;64;manažer;Karlovy Vary;554961;768;768;0;;;;;;
5;20;3;Zdeněk;Soukup;PhDr.;;60;novinář;Cheb;554481;768;768;0;;;;;;
5;20;4;Taťjana;Krýslová;Ing.;;58;ekonomka;Cheb;554481;768;768;0;;;;;;
5;20;5;Renata;Oulehlová;;;45;ředitelka občanského sdružení;Březová;560294;99;768;0;;;;;;
5;20;6;Karel;Vít;;;40;kuchař;Nejdek;555380;768;768;0;;;;;;
5;20;7;Tomáš;Prekop;Mgr. Ing.;MBA;33;vedoucí pobočky vysoké školy;Sokolov;560286;768;768;0;;;;;;
5;20;8;Daniela;Seifertová;Mgr.;;54;podnikatelka;Cheb;554481;768;768;0;;;;;;
5;20;9;Martin;Hurajčík;;;35;vedoucí prodeje pekárny;Mariánské Lázně;554642;768;768;0;;;;;;
5;20;10;Iveta;Hejnová;;;50;podnikatelka;Karlovy Vary;554961;768;768;0;;;;;;
5;20;11;Čestmír;Bruštík;;;47;podnikatel;Karlovy Vary;554961;768;768;0;;;;;;
5;20;12;Oto;Teuber;;;40;starosta;Nový Kostel;554707;99;768;0;;;;;;
5;20;13;Lenka;Dvořáková;;;46;starostka;Hazlov;554545;99;768;0;;;;;;
5;20;14;Jan;Bárta;Bc.;;31;projektový manažer;Nová Role;555398;768;768;0;;;;;;
5;21;1;Pavel;Hojda;Ing.;;60;technik;Cheb;554481;47;47;0;;;;;;
5;21;2;Jaroslav;Borka;Mgr.;;61;pedagog, náměstek hejtmana;Karlovy Vary;554961;47;47;0;;;;;;
5;21;3;Vladimír;Zima;;;50;strojní mistr;Sokolov;560286;47;47;0;;;;;;
5;21;4;Eliška;Stránská;Ing.;;55;starostka obce Dolní Žandov;Dolní Žandov;554502;99;47;0;;;;;;
5;21;5;Jan;Votruba;RSDr.;;59;manažer servisu;Cheb;554481;47;47;0;;;;;;
5;21;6;František;Jurčák;;;65;zástupce starosty m. Hranice;Hranice;554553;47;47;0;;;;;;
5;21;7;Petr;Šikýř;Bc.;;51;učitel;Jáchymov;555215;47;47;0;;;;;;
5;21;8;Václav;Jakubík;Ing.;;64;člen Rady Karlovarského kraje;Cheb;554481;47;47;0;;;;;;
5;21;9;Jan;Tancibudek;;;61;zámečník;Hroznětín;555185;47;47;0;;;;;;
5;21;10;Radomír;Honců;;;47;obráběč kovů;Cheb;554481;47;47;0;;;;;;
5;21;11;Jana;Čepičková;;;60;poradce;Horní Slavkov;560367;47;47;0;;;;;;
5;21;12;Dana;Janurová;;;59;ředitelka nevládní nez. organ.;Březová;560294;47;47;0;;;;;;
5;21;13;Petr;Hanzalius;;;31;dělník;Merklín;555363;47;47;0;;;;;;
5;21;14;Jana;Kumberová;;DiS.;31;sociální pracovnice;Sokolov;560286;99;47;0;;;;;;
5;22;1;Tomáš;Hybner;Mgr.;;41;podnikatel;Karlovy Vary;554961;764;764;0;;;;;;
5;22;2;Stanislav;Demčák;;;46;personální ředitel;Ostrov;555428;764;764;0;;;;;;
5;22;3;Jan;Karafiát;;;35;jednatel společnosti;Cheb;554481;764;764;0;;;;;;
5;22;4;Miroslav;Brožovský;;;37;podnikatel;Sokolov;560286;764;764;0;;;;;;
5;22;5;Jiří;Pivoňka;;;58;majitel sklenářství;Františkovy Lázně;554529;764;764;0;;;;;;
5;22;6;Jana;Petříková;Mgr.;;55;učitelka;Karlovy Vary;554961;764;764;0;;;;;;
5;22;7;Milan;Molec;PhDr.;;52;školní inspektor;Sadov;555533;764;764;0;;;;;;
5;22;8;Arnošt;Němec;;;48;ředitel divadla Fr. Lázně;Františkovy Lázně;554529;764;764;0;;;;;;
5;22;9;David;Cervan;Ing.;Ph.D.;44;středoškolský učitel;Nové Sedlo;560570;764;764;0;;;;;;
5;22;10;Petr;Kuliš;;;61;ředitel umělecké agentury;Božičany;555045;764;764;0;;;;;;
5;22;11;Vladimír;Fomenko;MUDr.;;62;praktický lékař;Karlovy Vary;554961;764;764;0;;;;;;
5;22;12;Roman;Straka;;;45;místostarosta města Toužim;Toužim;555657;764;764;0;;;;;;
5;22;13;Blanka;Zouharová;;;49;administrativní pracovnice;Bochov;555029;764;764;0;;;;;;
5;22;14;Aleš;Walter;MVDr.;;63;ředitel Městs.zař.soc.sl. K.V.;Karlovy Vary;554961;764;764;0;;;;;;
5;23;1;Petr;Němec;Ing.;;58;projektant;Cheb;554481;5;5;0;;;;;;
5;23;2;Marie;Mudrová;Mgr.;;63;knihovnice;Cheb;554481;99;5;0;;;;;;
5;23;3;Milan;Gebouský;RNDr.;;56;ředitel;Loket;560537;5;5;0;;;;;;
5;23;4;Tomáš;Kubát;;;48;ekonom;Cheb;554481;5;5;0;;;;;;
5;23;5;Lubomír;Vítek;Ing.;;58;projektant;Nejdek;555380;5;5;0;;;;;;
5;23;6;Helena;Němcová;MUDr.;;60;lékařka;Sokolov;560286;99;5;0;;;;;;
5;23;7;Pavel;Hranička;MUDr.;;41;lékař;Karlovy Vary;554961;5;5;0;;;;;;
5;23;8;Martin;Flaška;Mgr.;;32;pedagog;Aš;554499;99;5;0;;;;;;
5;23;9;Zdenka;Kopecká;Mgr.;;33;úřednice;Citice;560324;5;5;0;;;;;;
5;23;10;Lumír;Pála;;;65;projektant;Ostrov;555428;5;5;0;;;;;;
5;23;11;Radek;Hejna;;;50;energetik;Loket;560537;5;5;0;;;;;;
5;23;12;Václava;Molcarová;MVDr.;;43;veterinářka;Kaceřov;560421;5;5;0;;;;;;
5;23;13;Josef;Kronus;;;49;živnostník;Staré Sedlo;560642;5;5;0;;;;;;
5;23;14;Jaroslav;Staněk;Mgr.;;45;pedagog;Aš;554499;99;5;0;;;;;;
5;24;1;Marek;Stanzel;RNDr.;;54;geolog;Chlum u Třeboně;546461;99;55;0;;;;;;
5;24;2;Martin;Váňa;Mgr.;;25;archeolog;Chyše;555207;55;55;0;;;;;;
5;24;3;Pavel;Vaculík;Mgr.;;41;etnolog;Chodov;560383;99;55;0;;;;;;
5;24;4;Alena;Čechová;Ing.;;66;projektant;Plzeň;2;99;55;0;;;;;;
5;24;5;Ota;Dort;;;40;obchodník;Svatava;538434;99;55;0;;;;;;
6;1;1;Jaroslav;Foldyna;;;53;poradce ředitele;Děčín;562335;7;7;0;;;;;;
6;1;2;Jaroslav;Krákora;MUDr.;;58;dětský lékař;Chomutov;562971;7;7;0;;;;;;
6;1;3;Zuzana;Kailová;Bc.;;39;náměstkyně primátora;Ústí nad Labem;554804;7;7;0;;;;;;
6;1;4;Petr;Červenka;;;63;starosta;Meziboří;567311;7;7;0;;;;;;
6;1;5;Marie;Benešová;Mgr.;;65;právník, ministryně spravedl.;Kladno;532053;99;7;0;;;;;;
6;1;6;Petr;Krásný;;;62;živnostník;Proboštov;567787;7;7;0;;;;;;
6;1;7;Alena;Křtěnová;Ing. et Bc.;;52;projektový manažer ÚP ČR;Libochovice;565164;7;7;0;;;;;;
6;1;8;Josef;Tancoš;;;46;manažer mládeže;Most;567027;7;7;0;;;;;;
6;1;9;Radek;Štejnar;Ing.;;46;starosta;Jirkov;563099;7;7;0;;;;;;
6;1;10;Anna;Briestenská;MUDr.;;66;lékařka;Děčín;562335;7;7;0;;;;;;
6;1;11;Vladimír;Emingr;MUDr.;;57;lékař;Louny;565971;7;7;0;;;;;;
6;1;12;Lenka;Lízlová;Bc.;;33;starostka;Lovosice;565229;7;7;0;;;;;;
6;1;13;Dagmar;Waicová;Ing.;;51;učitelka;Teplice;567442;7;7;0;;;;;;
6;1;14;Václav;Křeček;Ing.;;67;místostarosta;Ústí nad Labem;554804;7;7;0;;;;;;
6;1;15;Rudolf;Kozák;Ing.;;49;manažer;Chomutov;562971;7;7;0;;;;;;
6;1;16;Martin;Hanták;Ing.;;48;podnikatel;Louny;565971;7;7;0;;;;;;
6;1;17;František;Hricz;Ing.;;55;zástupce ředitele školy;Varnsdorf;562882;7;7;0;;;;;;
6;1;18;Karel;Novotný;Mgr.;MBA;47;náměstek primátora;Most;567027;7;7;0;;;;;;
6;1;19;Jan;Hájek;Ing.;;65;ekonom;Ústí nad Labem;554804;7;7;0;;;;;;
6;1;20;Lukáš;Znojemský;Ing.;;33;zástupce ředitele ZŠ;Litoměřice;564567;7;7;0;;;;;;
6;1;21;Olga;Hrebičková;Ing.;;49;vedoucí oddělení;Jílové;562564;7;7;0;;;;;;
